# Weather station Los Angeles (airport), USA, WMO_ID=72295,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72295&lang=en
#
"Local time in Los Angeles (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.05.2019 10:00";"20.6";"756.8";"760.9";"";"63";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";" ";"";"";"15.6";"20.6";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"12.05.2019 04:00";"15.6";"755.8";"759.7";"";"90";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"15.6";"22.2";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"11.05.2019 22:00";"17.2";"755.8";"759.7";"";"87";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"15.0";"19.4";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"11.05.2019 16:00";"18.9";"754.8";"758.8";"";"70";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"15.0";"22.2";"";"";"600-1000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"11.05.2019 10:00";"21.1";"756.6";"760.6";"";"51";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"15.0";"21.1";"";"";"1000-1500";"";"";"16.0";"10.6";"";"";"";"";"";"";
"11.05.2019 04:00";"15.0";"755.5";"759.5";"";"78";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"15.0";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.05.2019 22:00";"16.1";"755.3";"759.3";"";"75";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"15.6";"17.8";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"10.05.2019 16:00";"17.2";"754.3";"758.3";"";"73";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"15.6";"";"";"";"300-600";"";"";"16.0";"12.2";"Trace of precipitation";"6";"";"";"";"";
"10.05.2019 10:00";"17.2";"754.0";"758.0";"";"70";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"16.1";"17.2";"";"";"600-1000";"";"";"12.0";"11.7";"";"";"";"";"";"";
"10.05.2019 04:00";"16.1";"752.2";"756.2";"";"70";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"15.6";"17.8";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"09.05.2019 22:00";"16.1";"753.7";"757.7";"";"70";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"15.6";"17.2";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"09.05.2019 16:00";"17.2";"752.0";"756.1";"";"73";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"15.6";"17.8";"";"";"600-1000";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.05.2019 10:00";"16.7";"754.3";"758.3";"";"75";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"15.6";"16.7";"";"";"300-600";"";"";"12.0";"12.2";"";"";"";"";"";"";
"09.05.2019 04:00";"15.6";"754.6";"758.4";"";"78";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"15.6";"18.3";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.05.2019 22:00";"15.6";"755.8";"759.9";"";"75";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"15.0";"17.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"08.05.2019 16:00";"17.2";"756.3";"760.3";"";"65";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"15.0";"18.3";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"08.05.2019 10:00";"16.7";"758.1";"762.1";"";"67";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"15.0";"17.2";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"08.05.2019 04:00";"15.0";"758.1";"762.2";"";"81";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"15.0";"18.9";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"07.05.2019 22:00";"15.6";"759.1";"763.2";"";"75";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.05.2019 16:00";"18.3";"759.4";"763.5";"";"56";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"14.4";"18.9";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"07.05.2019 10:00";"16.7";"759.8";"763.9";"";"65";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"300-600";"";"";"12.0";"10.0";"Trace of precipitation";"6";"";"";"";"";
"07.05.2019 04:00";"15.0";"758.1";"762.1";"";"78";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"14.4";"19.4";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"06.05.2019 22:00";"16.1";"757.0";"761.1";"";"67";"Wind blowing from the west";"10";"";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"06.05.2019 16:00";"18.3";"755.8";"759.9";"";"63";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"14.4";"19.4";"";"";"300-600";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"06.05.2019 10:00";"18.9";"756.1";"760.1";"";"59";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"14.4";"18.9";"";"";"600-1000";"";"";"14.0";"10.6";"";"";"";"";"";"";
"06.05.2019 04:00";"15.0";"755.0";"759.0";"";"78";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"14.4";"";"";"";"300-600";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"05.05.2019 22:00";"15.6";"755.0";"759.1";"";"78";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"15.0";"16.7";"";"";"300-600";"";"";"16.0";"11.7";"Trace of precipitation";"6";"";"";"";"";
"05.05.2019 16:00";"16.1";"754.3";"758.3";"";"65";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"15.0";"19.4";"";"";"1500-2000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"05.05.2019 10:00";"18.3";"755.0";"759.2";"";"66";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"15.0";"18.3";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"05.05.2019 04:00";"15.0";"754.6";"758.5";"";"81";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"15.0";"20.0";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"04.05.2019 22:00";"15.6";"754.8";"758.8";"";"80";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"15.0";"18.3";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"04.05.2019 16:00";"18.3";"754.3";"758.4";"";"66";"Wind blowing from the west-southwest";"6";"";"";"20–30%.";" ";"";"";"15.0";"20.0";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"04.05.2019 10:00";"18.9";"756.3";"760.3";"";"65";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"15.6";"18.9";"";"";"600-1000";"";"";"11.0";"12.2";"";"";"";"";"";"";
"04.05.2019 04:00";"15.6";"755.5";"759.6";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"15.0";"20.0";"";"";"300-600";"";"";"11.0";"12.2";"";"";"";"";"";"";
"03.05.2019 22:00";"15.6";"756.6";"760.6";"";"84";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"14.4";"18.9";"";"";"300-600";"";"";"14.0";"12.8";"";"";"";"";"";"";
"03.05.2019 16:00";"18.9";"755.3";"759.4";"";"65";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"14.4";"20.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"03.05.2019 10:00";"19.4";"757.6";"761.7";"";"63";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"14.4";"20.0";"";"";"300-600";"";"";"11.0";"12.2";"";"";"";"";"";"";
"03.05.2019 04:00";"15.0";"756.6";"760.6";"";"83";"";"2";"";"";"100%.";"Haze. ";"";"";"14.4";"19.4";"";"";"300-600";"";"";"8.0";"12.2";"";"";"";"";"";"";
"02.05.2019 22:00";"15.0";"757.0";"761.1";"";"87";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"18.3";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"02.05.2019 16:00";"17.8";"756.3";"760.4";"";"68";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"12.8";"19.4";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"02.05.2019 10:00";"17.8";"758.1";"762.2";"";"68";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"13.3";"17.8";"";"";"300-600";"";"";"14.0";"11.7";"";"";"";"";"";"";
"02.05.2019 04:00";"13.3";"757.3";"761.3";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"19.4";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"01.05.2019 22:00";"15.0";"759.1";"763.0";"";"81";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"12.8";"18.3";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"01.05.2019 16:00";"17.8";"756.8";"760.9";"";"58";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"12.8";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"01.05.2019 10:00";"17.2";"758.6";"762.6";"";"58";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"12.2";"17.8";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"01.05.2019 04:00";"13.3";"757.6";"761.5";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"18.9";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"30.04.2019 22:00";"14.4";"757.8";"761.8";"";"70";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"13.9";"17.2";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"30.04.2019 16:00";"16.7";"757.3";"761.3";"";"62";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"30.04.2019 10:00";"15.6";"758.3";"762.4";"";"75";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"13.9";"15.6";"";"";"300-600";"";"";"14.0";"11.1";"0.8";"6";"";"";"";"";
"30.04.2019 04:00";"13.9";"756.1";"760.1";"";"87";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"19.4";"";"";"300-600";"";"";"9.0";"11.7";"0.3";"6";"";"";"";"";
"29.04.2019 22:00";"15.0";"755.8";"759.7";"";"81";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"13.9";"17.2";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"29.04.2019 16:00";"17.2";"754.0";"758.0";"";"70";"Wind blowing from the west";"7";"";"";"70 – 80%.";" ";"";"";"13.9";"19.4";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"29.04.2019 10:00";"17.8";"754.0";"758.1";"";"60";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"600-1000";"";"";"12.0";"10.0";"";"";"";"";"";"";
"29.04.2019 04:00";"14.4";"753.3";"757.1";"";"87";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"200-300";"";"";"16.0";"12.2";"0.3";"6";"";"";"";"";
"28.04.2019 22:00";"15.0";"754.3";"758.2";"";"78";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"15.0";"17.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"28.04.2019 16:00";"17.2";"753.0";"757.0";"";"68";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"15.0";"18.9";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"28.04.2019 10:00";"16.7";"755.5";"759.5";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"15.0";"16.7";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"28.04.2019 04:00";"15.0";"755.5";"759.7";"";"81";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"15.0";"18.3";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"27.04.2019 22:00";"15.0";"756.3";"760.4";"";"81";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"14.4";"16.7";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"27.04.2019 16:00";"16.7";"755.8";"760.0";"";"75";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"27.04.2019 10:00";"15.6";"758.1";"762.2";"";"78";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"14.4";"16.1";"";"";"300-600";"";"";"12.0";"11.7";"";"";"";"";"";"";
"27.04.2019 04:00";"14.4";"757.6";"761.6";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"26.04.2019 22:00";"14.4";"758.3";"762.4";"";"84";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"14.4";"16.1";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"26.04.2019 16:00";"16.7";"757.3";"761.5";"";"73";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"26.04.2019 10:00";"16.7";"757.8";"762.1";"";"78";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Haze. ";"";"";"13.9";"16.7";"";"";"300-600";"";"";"6.0";"12.8";"";"";"";"";"";"";
"26.04.2019 04:00";"14.4";"757.6";"761.5";"";"87";"Wind blowing from the east";"3";"";"";"100%.";"Mist. ";"";"";"14.4";"20.0";"";"";"50-100";"";"";"4.8";"12.2";"";"";"";"";"";"";
"25.04.2019 22:00";"14.4";"757.8";"761.8";"";"90";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"13.9";"18.3";"";"";"50-100";"";"";"14.0";"12.8";"";"";"";"";"";"";
"25.04.2019 16:00";"18.3";"756.6";"760.6";"";"70";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"13.9";"20.0";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"25.04.2019 10:00";"19.4";"757.8";"761.9";"";"66";"Wind blowing from the west";"5";"";"";"50%.";"Haze. ";"";"";"13.9";"20.0";"";"";"300-600";"";"";"8.0";"12.8";"";"";"";"";"";"";
"25.04.2019 04:00";"14.4";"757.0";"761.0";"";"87";"Wind blowing from the east-southeast";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"";"";"13.9";"22.2";"";"";"100-200";"";"";"4.0";"12.2";"";"";"";"";"";"";
"24.04.2019 22:00";"14.4";"757.6";"761.5";"";"90";"Wind blowing from the west-southwest";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"";"";"14.4";"18.3";"";"";"50-100";"";"";"4.0";"12.8";"";"";"";"";"";"";
"24.04.2019 16:00";"18.3";"756.3";"760.3";"";"73";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"14.4";"22.2";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"24.04.2019 10:00";"20.6";"758.3";"762.4";"";"66";"";"2";"";"";"20–30%.";" ";"";"";"14.4";"21.1";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"24.04.2019 04:00";"14.4";"756.8";"760.9";"";"93";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";"Mist. ";"";"";"14.4";"";"";"";"50-100";"";"";"4.0";"13.3";"";"";"";"";"";"";
"23.04.2019 22:00";"14.4";"756.8";"760.8";"";"93";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"";"";"12.8";"17.2";"";"";"50-100";"";"";"4.8";"13.3";"";"";"";"";"";"";
"23.04.2019 16:00";"16.7";"755.8";"759.9";"";"80";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"22.2";"";"";"200-300";"";"";"12.0";"13.3";"";"";"";"";"";"";
"23.04.2019 10:00";"20.6";"757.3";"761.2";"";"63";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"13.9";"22.2";"";"";"300-600";"";"";"11.0";"13.3";"";"";"";"";"";"";
"23.04.2019 04:00";"13.9";"756.6";"760.5";"";"87";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"12.8";"18.9";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"22.04.2019 22:00";"15.6";"757.0";"761.2";"";"80";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"12.2";"17.8";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"22.04.2019 16:00";"17.8";"756.1";"760.2";"";"68";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"12.2";"18.9";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"22.04.2019 10:00";"17.8";"758.6";"762.5";"";"63";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"11.7";"17.8";"";"";"300-600";"";"";"14.0";"10.6";"";"";"";"";"";"";
"22.04.2019 04:00";"12.2";"757.6";"761.7";"";"87";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"12.2";"18.9";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"21.04.2019 22:00";"14.4";"758.3";"762.3";"";"84";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"18.3";"";"";"200-300";"";"";"16.0";"11.7";"";"";"";"";"";"";
"21.04.2019 16:00";"17.8";"757.3";"761.3";"";"54";"Wind blowing from the west";"9";"";"";"no clouds";" ";"";"";"13.3";"18.9";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"21.04.2019 10:00";"16.7";"758.8";"763.0";"";"62";"";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"17.2";"";"";"300-600";"";"";"14.0";"9.4";"";"";"";"";"";"";
"21.04.2019 04:00";"13.3";"757.8";"761.9";"";"81";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"20.04.2019 22:00";"14.4";"757.8";"761.9";"";"81";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"13.9";"17.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.04.2019 16:00";"16.7";"757.3";"761.3";"";"70";"Wind blowing from the west";"7";"11";"";"70 – 80%.";" ";"";"";"13.9";"17.8";"";"";"600-1000";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.04.2019 10:00";"14.4";"758.3";"762.3";"";"81";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"14.4";"15.6";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.04.2019 04:00";"14.4";"755.8";"759.9";"";"75";"";"2";"";"";"100%.";" ";"";"";"13.3";"";"";"";"300-600";"";"";"14.0";"10.0";"";"";"";"";"";"";
"19.04.2019 22:00";"13.9";"756.3";"760.4";"";"87";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Mist. ";"";"";"13.3";"15.6";"";"";"200-300";"";"";"8.0";"11.7";"";"";"";"";"";"";
"19.04.2019 16:00";"14.4";"755.5";"759.5";"";"81";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"13.9";"";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"19.04.2019 10:00";"15.0";"757.3";"761.3";"";"83";"Wind blowing from the west";"5";"";"";"100%.";"Mist. ";"";"";"13.3";"16.1";"";"";"100-200";"";"";"6.0";"12.2";"";"";"";"";"";"";
"19.04.2019 04:00";"13.9";"757.3";"761.2";"";"87";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"";"";"13.9";"22.8";"";"";"Less than  50";"";"";"4.0";"11.7";"";"";"";"";"";"";
"18.04.2019 22:00";"15.6";"758.8";"762.7";"";"86";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"20.0";"";"";"200-300";"";"";"14.0";"13.3";"";"";"";"";"";"";
"18.04.2019 16:00";"19.4";"758.1";"762.3";"";"63";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"12.8";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"18.04.2019 10:00";"22.2";"760.3";"764.5";"";"50";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"18.04.2019 04:00";"12.8";"760.1";"764.1";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"22.2";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"17.04.2019 22:00";"15.6";"760.3";"764.2";"";"70";"";"2";"";"";"50%.";" ";"";"";"12.2";"18.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"17.04.2019 16:00";"18.3";"760.3";"764.4";"";"63";"Wind blowing from the west";"8";"";"";"20–30%.";" ";"";"";"12.2";"22.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"17.04.2019 10:00";"20.6";"761.6";"765.7";"";"49";"";"2";"";"";"20–30%.";" ";"";"";"11.7";"21.1";"";"";"2500 or more, or no clouds.";"";"";"12.0";"9.4";"";"";"";"";"";"";
"17.04.2019 04:00";"12.8";"760.3";"764.5";"";"83";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"12.2";"18.3";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"16.04.2019 22:00";"14.4";"759.4";"763.4";"";"70";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"16.04.2019 16:00";"17.2";"757.0";"761.0";"";"68";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"13.3";"18.3";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"16.04.2019 10:00";"17.2";"758.1";"762.3";"";"63";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"13.9";"17.2";"";"";"600-1000";"";"";"12.0";"10.0";"";"";"";"";"";"";
"16.04.2019 04:00";"14.4";"756.3";"760.4";"";"70";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"12.8";"17.2";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"15.04.2019 22:00";"13.3";"756.3";"760.3";"";"75";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"11.1";"15.6";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"15.04.2019 16:00";"15.6";"754.8";"758.8";"";"67";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"11.1";"17.2";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"15.04.2019 10:00";"15.0";"755.8";"759.9";"";"72";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"11.1";"15.6";"";"";"300-600";"";"";"12.0";"10.0";"";"";"";"";"";"";
"15.04.2019 04:00";"11.1";"754.3";"758.2";"";"93";"Wind blowing from the west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"";"";"11.1";"17.8";"";"";"100-200";"";"";"3.2";"10.0";"";"";"";"";"";"";
"14.04.2019 22:00";"12.2";"755.5";"759.6";"";"90";"Wind blowing from the west";"5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"11.7";"16.7";"";"";"50-100";"";"";"0.4";"10.6";"";"";"";"";"";"";
"14.04.2019 16:00";"16.1";"755.3";"759.4";"";"72";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"12.8";"17.8";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"14.04.2019 10:00";"16.1";"757.8";"761.8";"";"72";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"13.3";"16.7";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"14.04.2019 04:00";"13.9";"756.8";"760.8";"";"87";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"12.8";"22.2";"";"";"100-200";"";"";"14.0";"11.7";"";"";"";"";"";"";
"13.04.2019 22:00";"14.4";"757.6";"761.5";"";"87";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"12.8";"18.9";"";"";"50-100";"";"";"16.0";"12.2";"";"";"";"";"";"";
"13.04.2019 16:00";"18.9";"757.0";"761.1";"";"63";"Wind blowing from the west-southwest";"7";"";"";"50%.";" ";"";"";"12.8";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"13.04.2019 10:00";"20.6";"758.1";"762.1";"";"53";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"11.7";"21.7";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"13.04.2019 04:00";"12.8";"755.8";"759.8";"";"87";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"12.8";"22.8";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"12.04.2019 22:00";"15.0";"754.0";"758.2";"";"75";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"13.9";"18.9";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"12.04.2019 16:00";"18.9";"751.7";"755.7";"";"54";"Wind blowing from the west";"11";"";"";"20–30%.";" ";"";"";"13.9";"22.8";"";"";"1500-2000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"12.04.2019 10:00";"20.6";"753.0";"757.0";"";"38";"Wind blowing from the west-southwest";"8";"";"";"20–30%.";" ";"";"";"15.6";"22.8";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
