# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.04.2019 03:00";"9.4";"743.6";"760.2";"";"83";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"12.0";"6.7";"";"";"";"";"";"";
"16.04.2019 21:00";"9.4";"744.4";"761.2";"";"77";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"16.04.2019 15:00";"23.3";"741.7";"758.2";"";"46";"Wind blowing from the south-southwest";"4";"9";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"11.1";"";"";"";"";"";"";
"16.04.2019 09:00";"15.0";"743.2";"759.9";"";"60";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"16.04.2019 03:00";"10.0";"743.4";"760.3";"";"63";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"15.04.2019 21:00";"10.6";"745.6";"762.8";"";"56";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"15.04.2019 15:00";"11.1";"745.9";"763.2";"";"41";"Wind blowing from the south-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"15.04.2019 09:00";"5.0";"745.9";"763.3";"";"60";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"15.04.2019 03:00";"0.6";"741.9";"759.4";"";"89";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-1.1";"Trace of precipitation";"3";"";"";"";"";
"14.04.2019 21:00";"0.6";"739.4";"757.0";"";"92";"Wind blowing from the north-west";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-0.6";"0.3";"3";"";"";"";"";
"14.04.2019 15:00";"1.1";"734.7";"752.0";"";"92";"Wind blowing from the north";"10";"14";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"2.4";"0.0";"1.0";"3";"";"";"";"";
"14.04.2019 09:00";"0.6";"737.2";"754.6";"";"96";"Wind blowing from the north-northeast";"6";"11";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"1.6";"0.0";"5.0";"3";"";"";"";"";
"14.04.2019 03:00";"3.9";"742.9";"760.1";"";"60";"Wind blowing from the north-east";"8";"13";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"13.04.2019 21:00";"6.1";"746.9";"764.3";"";"56";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"13.04.2019 15:00";"11.7";"746.4";"763.5";"";"37";"Wind blowing from the west-southwest";"5";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"13.04.2019 09:00";"5.6";"748.1";"765.6";"";"47";"Wind blowing from the west-southwest";"6";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"13.04.2019 03:00";"3.3";"745.6";"763.0";"";"55";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"12.04.2019 21:00";"6.7";"744.1";"761.3";"";"47";"Wind blowing from the west";"6";"10";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"12.04.2019 15:00";"10.6";"740.2";"757.0";"";"38";"Wind blowing from the south-west";"11";"18";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"12.04.2019 09:00";"7.8";"736.9";"753.8";"";"50";"Wind blowing from the south-west";"11";"17";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"12.04.2019 03:00";"10.6";"734.9";"751.5";"";"86";"Wind blowing from the west-southwest";"8";"12";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"8.3";"3.0";"3";"";"";"";"";
"11.04.2019 21:00";"11.7";"733.9";"750.8";"";"80";"Wind blowing from the north";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"8.3";"2.0";"3";"";"";"";"";
"11.04.2019 15:00";"15.6";"734.7";"751.3";"";"50";"Wind blowing from the east";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"11.04.2019 09:00";"7.2";"738.7";"755.7";"";"63";"Wind blowing from the east";"7";"12";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"11.04.2019 03:00";"4.4";"740.9";"758.2";"";"73";"Wind blowing from the east";"9";"14";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.0";"Trace of precipitation";"3";"";"";"";"";
"10.04.2019 21:00";"4.4";"743.2";"760.4";"";"83";"Wind blowing from the east-northeast";"10";"15";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"1.7";"";"";"";"";"";"";
"10.04.2019 15:00";"4.4";"744.1";"761.5";"";"79";"Wind blowing from the east-northeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"1.1";"1.0";"3";"";"";"";"";
"10.04.2019 09:00";"3.9";"745.9";"763.1";"";"73";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"10.04.2019 03:00";"2.8";"745.1";"762.1";"";"70";"Wind blowing from the north-northeast";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"09.04.2019 21:00";"8.9";"742.9";"759.6";"";"56";"Wind blowing from the north-northeast";"12";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"0.6";"";"";"";"";"";"";
"09.04.2019 15:00";"18.9";"740.9";"757.4";"";"24";"Wind blowing from the north-west";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"09.04.2019 09:00";"15.0";"742.4";"758.8";"";"48";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"09.04.2019 03:00";"12.2";"741.4";"757.9";"";"55";"Wind blowing from the north-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"08.04.2019 21:00";"18.9";"738.9";"755.2";"";"40";"Wind blowing from the south-west";"6";"11";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"08.04.2019 15:00";"21.1";"740.2";"756.6";"";"34";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.04.2019 09:00";"16.1";"742.4";"758.9";"";"72";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"08.04.2019 03:00";"13.3";"741.1";"757.8";"";"87";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.04.2019 21:00";"16.1";"740.7";"757.1";"";"75";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"07.04.2019 15:00";"20.0";"738.9";"755.3";"";"73";"Wind blowing from the south-southwest";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"15.0";"Trace of precipitation";"3";"";"";"";"";
"07.04.2019 09:00";"14.4";"742.9";"759.5";"";"70";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"07.04.2019 03:00";"12.2";"744.7";"761.3";"";"75";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"06.04.2019 21:00";"12.2";"746.6";"763.4";"";"75";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"06.04.2019 15:00";"16.7";"746.6";"763.7";"";"60";"Wind blowing from the east";"6";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"8.9";"";"";"";"";"";"";
"06.04.2019 09:00";"13.3";"749.4";"766.3";"";"75";"";"2";"";"";"70 – 80%.";"Haze. ";"";"";"";"";"";"";"600-1000";"";"";"8.0";"8.9";"";"";"";"";"";"";
"06.04.2019 03:00";"6.1";"748.1";"765.2";"";"93";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"5.0";"";"";"";"";"";"";
"05.04.2019 21:00";"10.6";"748.1";"765.3";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"5.6";"";"";"";"";"";"";
"05.04.2019 15:00";"12.8";"746.4";"763.6";"";"72";"Wind blowing from the south";"2";"";"";"100%.";"Haze. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"7.8";"";"";"";"";"";"";
"05.04.2019 09:00";"6.7";"747.4";"764.7";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"3.9";"";"";"";"";"";"";
"05.04.2019 03:00";"5.0";"747.4";"764.8";"";"86";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"2.8";"Trace of precipitation";"3";"";"";"";"";
"04.04.2019 21:00";"5.0";"750.1";"767.7";"";"89";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"11.0";"3.3";"1.0";"3";"";"";"";"";
"04.04.2019 15:00";"6.7";"751.6";"768.9";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"5.6";"2.0";"3";"";"";"";"";
"04.04.2019 09:00";"7.2";"753.9";"771.1";"";"80";"Wind blowing from the east";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.9";"Trace of precipitation";"3";"";"";"";"";
"04.04.2019 03:00";"8.3";"753.4";"770.5";"";"80";"Wind blowing from the north-east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"5.0";"1.0";"3";"";"";"";"";
"03.04.2019 21:00";"10.0";"752.9";"770.2";"";"63";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.3";"Trace of precipitation";"3";"";"";"";"";
"03.04.2019 15:00";"14.4";"751.1";"768.3";"";"29";"Wind blowing from the west";"8";"13";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"03.04.2019 09:00";"8.3";"751.9";"769.3";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"03.04.2019 03:00";"5.0";"748.4";"765.6";"";"67";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"02.04.2019 21:00";"6.1";"746.2";"763.3";"";"68";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"02.04.2019 15:00";"8.9";"744.1";"761.3";"";"63";"Wind blowing from the west";"8";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"2.2";"";"";"";"";"";"";
"02.04.2019 09:00";"7.8";"745.1";"762.3";"";"51";"Wind blowing from the south-southwest";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"02.04.2019 03:00";"3.9";"746.2";"763.5";"";"67";"Wind blowing from the south-southwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"01.04.2019 21:00";"6.1";"748.4";"765.9";"";"60";"Wind blowing from the south-southwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"01.04.2019 15:00";"8.9";"749.4";"766.8";"";"44";"Wind blowing from the south-southwest";"10";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"01.04.2019 09:00";"3.3";"753.1";"770.9";"";"46";"Wind blowing from the south-west";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"01.04.2019 03:00";"-1.7";"752.9";"770.6";"";"61";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"31.03.2019 21:00";"0.0";"753.6";"771.6";"";"54";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"31.03.2019 15:00";"3.9";"752.4";"770.2";"";"31";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"31.03.2019 09:00";"-1.1";"752.9";"770.8";"";"39";"Wind blowing from the north-west";"7";"12";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"31.03.2019 03:00";"-2.8";"749.9";"767.8";"";"45";"Wind blowing from the north";"8";"11";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-13.3";"Trace of precipitation";"3";"";"";"";"";
"30.03.2019 21:00";"0.6";"747.1";"764.7";"";"66";"Wind blowing from the north";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.0";"Trace of precipitation";"3";"";"";"";"";
"30.03.2019 15:00";"3.3";"742.9";"760.3";"";"70";"Wind blowing from the north-northeast";"10";"13";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"30.03.2019 09:00";"5.6";"741.7";"758.8";"";"65";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"30.03.2019 03:00";"4.4";"740.4";"757.3";"";"93";"Wind blowing from the north";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"3.3";"3.0";"3";"";"";"";"";
"29.03.2019 21:00";"5.0";"743.6";"760.8";"";"89";"Wind blowing from the north-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"8.0";"3.3";"5.0";"3";"";"";"";"";
"29.03.2019 15:00";"11.1";"744.9";"761.9";"";"50";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"1.1";"";"";"";"";"";"";
"29.03.2019 09:00";"10.0";"747.7";"764.7";"";"54";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"29.03.2019 03:00";"7.2";"746.4";"763.2";"";"63";"Wind blowing from the north-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.6";"Trace of precipitation";"3";"";"";"";"";
"28.03.2019 21:00";"7.8";"747.4";"764.5";"";"54";"Wind blowing from the east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-1.1";"Trace of precipitation";"3";"";"";"";"";
"28.03.2019 15:00";"17.8";"744.9";"761.5";"";"50";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"28.03.2019 09:00";"12.8";"745.6";"762.6";"";"62";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"28.03.2019 03:00";"9.4";"745.6";"762.4";"";"71";"Wind blowing from the south-southwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"27.03.2019 21:00";"11.7";"747.4";"764.6";"";"43";"Wind blowing from the south-southwest";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"27.03.2019 15:00";"14.4";"749.2";"766.4";"";"31";"Wind blowing from the south";"7";"13";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"27.03.2019 09:00";"7.2";"753.6";"771.2";"";"35";"Wind blowing from the south-southwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"27.03.2019 03:00";"0.0";"753.9";"771.6";"";"47";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"26.03.2019 21:00";"2.8";"754.6";"772.3";"";"37";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"26.03.2019 15:00";"7.0";"755.8";"773.5";"";"21";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"";"";"50-100";"";"";"16.0";"-14.0";"";"";"";"";"";"";
"26.03.2019 09:00";"3.3";"757.1";"775.0";"";"27";"Wind blowing from the east-northeast";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"26.03.2019 03:00";"-2.2";"755.1";"772.9";"";"72";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"25.03.2019 21:00";"0.0";"754.1";"771.9";"";"56";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"25.03.2019 15:00";"5.0";"752.2";"769.8";"";"36";"Wind blowing from the north";"9";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"25.03.2019 09:00";"3.3";"751.6";"769.1";"";"57";"Wind blowing from the north-northeast";"9";"12";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"25.03.2019 03:00";"2.2";"748.6";"766.0";"";"82";"Wind blowing from the north-northeast";"8";"14";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-0.6";"";"";"";"";"";"";
"24.03.2019 21:00";"2.8";"748.6";"766.0";"";"86";"Wind blowing from the north-northeast";"8";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"16.0";"0.6";"Trace of precipitation";"3";"";"";"";"";
"24.03.2019 15:00";"9.4";"746.6";"763.8";"";"66";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"3.3";"0.5";"3";"";"";"";"";
"24.03.2019 09:00";"7.8";"748.1";"765.4";"";"68";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"24.03.2019 03:00";"6.7";"748.9";"766.0";"";"43";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"23.03.2019 21:00";"6.7";"750.7";"768.1";"";"51";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"23.03.2019 15:00";"11.1";"751.4";"769.0";"";"34";"";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"23.03.2019 09:00";"2.8";"753.9";"771.5";"";"67";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"23.03.2019 03:00";"-1.7";"751.9";"769.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"22.03.2019 21:00";"1.1";"751.4";"769.0";"";"70";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"22.03.2019 15:00";"4.4";"749.6";"767.1";"";"55";"Wind blowing from the east-northeast";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"22.03.2019 09:00";"6.7";"747.1";"764.4";"";"43";"Wind blowing from the north-northeast";"9";"13";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"22.03.2019 03:00";"3.9";"743.2";"760.3";"";"76";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"21.03.2019 21:00";"5.0";"743.6";"760.9";"";"73";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"21.03.2019 15:00";"6.1";"744.9";"762.3";"";"71";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"1.1";"";"";"";"";"";"";
"21.03.2019 09:00";"3.3";"745.1";"762.6";"";"93";"Wind blowing from the north";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"2.2";"Trace of precipitation";"3";"";"";"";"";
"21.03.2019 03:00";"3.3";"742.6";"760.0";"";"86";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"1.1";"Trace of precipitation";"3";"";"";"";"";
"20.03.2019 21:00";"6.7";"742.4";"759.7";"";"85";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"4.4";"Trace of precipitation";"3";"";"";"";"";
"20.03.2019 15:00";"6.1";"742.9";"760.2";"";"89";"Wind blowing from the south-west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"4.4";"0.3";"3";"";"";"";"";
"20.03.2019 09:00";"4.4";"746.6";"763.9";"";"89";"Wind blowing from the south";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"2.8";"2.0";"3";"";"";"";"";
"20.03.2019 03:00";"6.1";"749.4";"766.6";"";"56";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"19.03.2019 21:00";"6.7";"751.4";"768.9";"";"51";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
