# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.04.2019 12:00";"23.9";"725.5";"759.2";"";"60";"Wind blowing from the south-southwest";"7";"11";"";"no clouds";" ";"";"";"12.8";"23.9";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"07.04.2019 06:00";"12.8";"725.1";"759.0";"";"93";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"12.8";"23.9";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"07.04.2019 00:00";"15.6";"724.6";"758.2";"";"86";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"11.1";"21.1";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"06.04.2019 18:00";"21.1";"724.0";"757.9";"";"51";"Wind blowing from the south-east";"9";"14";"";"20–30%.";" ";"";"";"11.1";"23.9";"";"";"1500-2000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"06.04.2019 12:00";"21.1";"727.5";"761.5";"";"51";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"11.1";"21.1";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"06.04.2019 06:00";"11.1";"728.5";"762.6";"";"89";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"11.1";"18.9";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"06.04.2019 00:00";"13.3";"728.5";"762.9";"";"75";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"9.4";"18.3";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"05.04.2019 18:00";"18.3";"728.0";"762.2";"";"56";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"9.4";"18.9";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"05.04.2019 12:00";"13.3";"730.2";"764.6";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"10.0";"13.3";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"05.04.2019 06:00";"10.0";"729.0";"763.4";"";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Mist. ";"";"";"9.4";"16.1";"";"";"50-100";"";"";"9.0";"8.9";"";"";"";"";"";"";
"05.04.2019 00:00";"11.1";"728.7";"763.3";"";"93";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"10.0";"16.1";"";"";"600-1000";"";"";"14.0";"10.0";"";"";"";"";"";"";
"04.04.2019 18:00";"12.8";"727.5";"761.8";"";"87";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"10.0";"13.9";"";"";"300-600";"";"";"16.0";"10.6";"1.0";"6";"";"";"";"";
"04.04.2019 12:00";"13.9";"727.5";"761.7";"";"78";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"10.0";"16.1";"";"";"300-600";"";"";"16.0";"10.0";"0.3";"6";"";"";"";"";
"04.04.2019 06:00";"10.6";"727.3";"761.4";"";"83";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain, not freezing, slight. ";"";"";"10.0";"22.2";"";"";"2000-2500";"";"";"14.0";"7.8";"13.0";"6";"";"";"";"";
"04.04.2019 00:00";"16.1";"728.5";"762.4";"";"39";"Wind blowing from the south-southeast";"8";"";"";"100%.";" ";"";"";"";"19.4";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"03.04.2019 18:00";"19.4";"728.2";"762.4";"";"30";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"6.7";"22.2";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"03.04.2019 12:00";"20.0";"731.4";"765.9";"";"32";"Wind blowing from the south";"7";"13";"";"no clouds";" ";"";"";"6.7";"20.6";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"03.04.2019 06:00";"9.4";"732.1";"766.6";"";"64";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"6.7";"18.3";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"03.04.2019 00:00";"7.2";"730.9";"765.5";"";"74";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"0.0";"16.7";"";"";"";"";"";"14.0";"2.8";"";"";"";"";"";"";
"02.04.2019 18:00";"16.7";"729.2";"763.9";"";"43";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"0.0";"18.3";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"02.04.2019 12:00";"15.6";"730.4";"765.1";"";"41";"Wind blowing from the south-west";"4";"9";"";"no clouds";" ";"";"";"0.0";"15.6";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"02.04.2019 06:00";"0.6";"730.0";"764.8";"";"72";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"0.0";"10.6";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"02.04.2019 00:00";"2.8";"730.9";"766.0";"";"62";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-1.6";"8.9";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"01.04.2019 18:00";"8.9";"730.9";"766.2";"";"42";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"-1.6";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"01.04.2019 12:00";"8.9";"733.9";"769.0";"";"39";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"-1.1";"9.4";"";"";"";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"01.04.2019 06:00";"-1.1";"734.8";"770.2";"";"69";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"-1.7";"8.9";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"01.04.2019 00:00";"1.7";"734.8";"770.2";"";"61";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"-3.2";"7.2";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"31.03.2019 18:00";"7.2";"735.1";"770.6";"";"39";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"-3.2";"8.9";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"31.03.2019 12:00";"5.6";"736.8";"772.3";"";"43";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"-3.3";"6.1";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"31.03.2019 06:00";"-3.3";"736.6";"772.2";"";"81";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-3.3";"15.0";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"31.03.2019 00:00";"-0.6";"734.8";"770.2";"";"79";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-0.6";"";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"30.03.2019 18:00";"3.9";"731.7";"766.6";"";"73";"Wind blowing from the north";"8";"";"";"100%.";" ";"";"";"3.3";"7.8";"";"";"1000-1500";"";"";"16.0";"-0.6";"0.3";"6";"";"";"";"";
"30.03.2019 12:00";"3.3";"728.7";"763.3";"";"86";"Wind blowing from the north-northwest";"11";"16";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.8";"15.0";"";"";"300-600";"";"";"16.0";"1.1";"3.0";"6";"";"";"";"";
"30.03.2019 06:00";"7.8";"722.8";"757.0";"";"93";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"7.8";"17.8";"";"";"100-200";"";"";"9.0";"6.7";"7.0";"6";"";"";"";"";
"30.03.2019 00:00";"15.0";"721.6";"755.6";"";"87";"Wind blowing from the south";"8";"13";"";"100%.";" ";"";"";"";"15.6";"";"";"600-1000";"";"";"16.0";"12.8";"0.8";"6";"";"";"";"";
"29.03.2019 18:00";"15.6";"722.8";"756.7";"";"84";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"";"";"13.3";"17.8";"";"";"2000-2500";"";"";"16.0";"12.8";"2.0";"6";"";"";"";"";
"29.03.2019 12:00";"15.6";"726.5";"760.7";"";"80";"Wind blowing from the south-southwest";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"17.8";"";"";"1000-1500";"";"";"12.0";"12.2";"0.3";"6";"";"";"";"";
"29.03.2019 06:00";"14.4";"726.7";"760.8";"";"72";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"13.3";"23.9";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"29.03.2019 00:00";"13.9";"728.2";"762.3";"";"74";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"11.1";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"7.0";"6";"";"";"";"";
"28.03.2019 18:00";"21.1";"726.5";"760.6";"";"38";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"11.1";"23.9";"";"";"1000-1500";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"28.03.2019 12:00";"18.3";"729.2";"763.5";"";"49";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"11.7";"18.3";"";"";"2000-2500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"28.03.2019 06:00";"11.7";"730.2";"764.4";"";"57";"Wind blowing from the south-southeast";"5";"";"";"70 – 80%.";" ";"";"";"11.1";"20.6";"";"";"1500-2000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"28.03.2019 00:00";"12.8";"730.7";"765.1";"";"53";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"5.6";"19.4";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"27.03.2019 18:00";"18.9";"730.0";"764.3";"";"36";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"5.6";"20.6";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"27.03.2019 12:00";"17.2";"733.9";"768.5";"";"45";"Wind blowing from the south-southwest";"7";"";"";"70 – 80%.";" ";"";"";"5.6";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"27.03.2019 06:00";"5.6";"734.6";"769.3";"";"68";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"5.6";"17.2";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"27.03.2019 00:00";"6.7";"734.6";"769.4";"";"68";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"1.1";"15.6";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"26.03.2019 18:00";"15.6";"734.6";"769.6";"";"44";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"1.1";"17.2";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"26.03.2019 12:00";"14.4";"736.6";"771.4";"";"48";"";"2";"";"";"20–30%.";" ";"";"";"1.1";"15.0";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"26.03.2019 06:00";"2.2";"735.6";"770.6";"";"89";"Wind blowing from the south-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"1.1";"11.7";"";"";"50-100";"";"";"0.4";"0.6";"";"";"";"";"";"";
"26.03.2019 00:00";"6.7";"734.8";"769.8";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"6.7";"10.0";"";"";"2000-2500";"";"";"11.0";"4.4";"";"";"";"";"";"";
"25.03.2019 18:00";"10.0";"733.6";"768.4";"";"80";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"6.7";"11.7";"";"";"300-600";"";"";"14.0";"6.7";"";"";"";"";"";"";
"25.03.2019 12:00";"11.1";"732.4";"767.1";"";"75";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"9.4";"11.7";"";"";"300-600";"";"";"16.0";"6.7";"Trace of precipitation";"6";"";"";"";"";
"25.03.2019 06:00";"9.4";"729.4";"763.8";"";"86";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"6.7";"21.7";"";"";"300-600";"";"";"16.0";"7.2";"";"";"";"";"";"";
"25.03.2019 00:00";"9.4";"728.5";"762.9";"";"77";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"8.3";"17.2";"";"";"1000-1500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"24.03.2019 18:00";"17.2";"726.1";"760.2";"";"58";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"9.4";"21.7";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"24.03.2019 12:00";"17.2";"726.7";"760.9";"";"76";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"9.4";"17.2";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"24.03.2019 06:00";"9.4";"727.5";"762.1";"";"86";"Wind blowing from the south-southeast";"7";"";"";"70 – 80%.";" ";"";"";"8.9";"";"";"";"600-1000";"";"";"16.0";"7.2";"1.0";"6";"";"";"";"";
"24.03.2019 00:00";"9.4";"729.0";"763.3";"";"86";"Wind blowing from the south-southeast";"11";"15";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"7.2";"11.1";"";"";"1500-2000";"";"";"6.0";"7.2";"4.0";"6";"";"";"";"";
"23.03.2019 18:00";"10.0";"730.0";"764.5";"";"80";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.2";"15.6";"";"";"600-1000";"";"";"9.0";"6.7";"2.0";"6";"";"";"";"";
"23.03.2019 12:00";"15.0";"730.9";"765.4";"";"42";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"10.0";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"Trace of precipitation";"6";"";"";"";"";
"23.03.2019 06:00";"10.6";"731.2";"765.4";"";"46";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"5.6";"20.0";"";"";"2000-2500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"23.03.2019 00:00";"11.1";"730.0";"764.3";"";"45";"Wind blowing from the east-southeast";"5";"";"";"no clouds";" ";"";"";"";"17.8";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"22.03.2019 18:00";"17.8";"730.2";"764.9";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.0";"20.0";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"22.03.2019 12:00";"17.2";"732.1";"767.0";"";"30";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"-1.1";"17.2";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"22.03.2019 06:00";"-0.6";"731.7";"766.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.1";"14.4";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"22.03.2019 00:00";"2.8";"731.2";"766.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.1";"11.7";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"21.03.2019 18:00";"12.2";"731.4";"766.3";"";"43";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"1.1";"14.4";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"21.03.2019 12:00";"11.1";"731.7";"766.5";"";"49";"Wind blowing from the north-northwest";"6";"9";"";"no clouds";" ";"";"";"1.1";"11.1";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"21.03.2019 06:00";"1.1";"730.7";"765.6";"";"82";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"1.1";"11.7";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"21.03.2019 00:00";"3.9";"729.0";"763.9";"";"76";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"3.9";"11.7";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"20.03.2019 18:00";"10.6";"729.7";"764.2";"";"59";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"7.2";"11.1";"";"";"1000-1500";"";"";"16.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"20.03.2019 12:00";"7.2";"731.4";"766.3";"";"90";"Wind blowing from the west";"4";"";"";"100%.";"Mist. ";"";"";"6.7";"11.7";"";"";"100-200";"";"";"6.0";"5.6";"Trace of precipitation";"6";"";"";"";"";
"20.03.2019 06:00";"10.0";"730.9";"765.3";"";"80";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"18.3";"";"";"300-600";"";"";"11.0";"6.7";"0.3";"6";"";"";"";"";
"20.03.2019 00:00";"11.7";"730.9";"765.5";"";"48";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"";"16.1";"";"";"2000-2500";"";"";"16.0";"1.1";"";"";"";"";"";"";
"19.03.2019 18:00";"16.1";"730.9";"765.4";"";"36";"Wind blowing from the south-southeast";"6";"";"";"50%.";" ";"";"";"1.7";"18.3";"";"";"2000-2500";"";"";"16.0";"1.1";"";"";"";"";"";"";
"19.03.2019 12:00";"13.9";"734.3";"769.2";"";"39";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"6.7";"13.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"19.03.2019 06:00";"6.7";"734.6";"769.4";"";"60";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"1.7";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"19.03.2019 00:00";"3.9";"734.8";"769.9";"";"57";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"1.7";"12.2";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"18.03.2019 18:00";"12.2";"734.8";"769.9";"";"37";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"1.7";"15.0";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"18.03.2019 12:00";"12.8";"737.0";"772.0";"";"34";"";"2";"";"";"no clouds";" ";"";"";"0.6";"12.8";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"18.03.2019 06:00";"2.8";"736.3";"771.4";"";"62";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"1.7";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"18.03.2019 00:00";"5.6";"735.6";"770.6";"";"51";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"1.1";"12.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"17.03.2019 18:00";"12.2";"734.3";"769.3";"";"28";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"1.1";"15.0";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"17.03.2019 12:00";"12.2";"735.8";"770.7";"";"35";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"0.6";"12.2";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"17.03.2019 06:00";"3.3";"735.1";"770.2";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"1.1";"13.3";"";"";"2000-2500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"17.03.2019 00:00";"3.9";"734.3";"769.3";"";"60";"Wind blowing from the south-southwest";"4";"";"";"no clouds";" ";"";"";"-4.3";"11.7";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.03.2019 18:00";"11.7";"735.1";"770.3";"";"35";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"-4.3";"13.3";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.03.2019 12:00";"11.1";"738.0";"773.4";"";"32";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"-4.4";"11.1";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"16.03.2019 06:00";"-2.8";"737.3";"772.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-4.4";"10.0";"";"";"";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"16.03.2019 00:00";"-2.2";"736.8";"772.2";"";"72";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"-2.2";"7.8";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"15.03.2019 18:00";"7.8";"735.6";"770.8";"";"35";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"1.7";"10.0";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"15.03.2019 12:00";"6.7";"735.3";"770.6";"";"41";"Wind blowing from the west-northwest";"7";"12";"";"no clouds";" ";"";"";"0.6";"7.8";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"15.03.2019 06:00";"1.7";"731.9";"766.9";"";"67";"Wind blowing from the west-northwest";"6";"11";"";"100%.";" ";"";"";"1.7";"14.4";"";"";"600-1000";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"15.03.2019 00:00";"3.9";"729.0";"763.7";"";"70";"Wind blowing from the west";"8";"11";"";"100%.";" ";"";"";"3.9";"14.4";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"14.03.2019 18:00";"6.7";"725.3";"759.9";"";"55";"Wind blowing from the west";"10";"19";"";"100%.";" ";"";"";"6.7";"9.4";"";"";"1000-1500";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"14.03.2019 12:00";"8.3";"720.7";"754.9";"";"54";"Wind blowing from the west-southwest";"12";"20";"";"100%.";" ";"";"";"7.2";"14.4";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"14.03.2019 06:00";"9.4";"715.0";"748.9";"";"56";"Wind blowing from the west-southwest";"9";"15";"";"20–30%.";" ";"";"";"9.4";"15.6";"";"";"1500-2000";"";"";"16.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"14.03.2019 00:00";"11.7";"714.1";"747.6";"";"72";"Wind blowing from the south-southeast";"9";"14";"";"100%.";" ";"";"";"10.0";"13.3";"";"";"1500-2000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"13.03.2019 18:00";"13.3";"713.1";"746.6";"";"75";"Wind blowing from the south-southeast";"10";"13";"";"no clouds";" ";"";"";"10.0";"15.6";"";"";"";"";"";"16.0";"8.9";"1.0";"6";"";"";"";"";
"13.03.2019 12:00";"15.0";"717.2";"751.0";"";"78";"Wind blowing from the south-southwest";"9";"13";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"15.6";"";"";"1000-1500";"";"";"16.0";"11.1";"2.0";"6";"";"";"";"";
"13.03.2019 06:00";"11.7";"720.1";"754.3";"";"80";"Wind blowing from the south-east";"9";"13";"";"100%.";" ";"";"";"9.4";"11.7";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"13.03.2019 00:00";"10.0";"725.3";"759.7";"";"83";"Wind blowing from the south-east";"8";"12";"";"100%.";" ";"";"";"7.2";"10.0";"";"";"600-1000";"";"";"16.0";"7.2";"8.0";"6";"";"";"";"";
"12.03.2019 18:00";"9.4";"728.0";"762.7";"";"90";"Wind blowing from the east-southeast";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.2";"9.4";"";"";"200-300";"";"";"16.0";"7.8";"23.0";"6";"";"";"";"";
"12.03.2019 12:00";"8.9";"731.9";"766.7";"";"83";"Wind blowing from the south-southeast";"7";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"6.1";"9.4";"";"";"600-1000";"";"";"8.0";"6.1";"1.0";"6";"";"";"";"";
"12.03.2019 06:00";"8.3";"733.6";"768.5";"";"66";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"6.7";"15.6";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"12.03.2019 00:00";"7.2";"734.6";"769.4";"";"66";"Wind blowing from the east-southeast";"4";"";"";"no clouds";" ";"";"";"4.4";"11.7";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"11.03.2019 18:00";"11.7";"734.6";"769.5";"";"59";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"4.4";"15.6";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"11.03.2019 12:00";"10.6";"735.6";"770.6";"";"52";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"3.9";"10.6";"";"";"1500-2000";"";"";"16.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"11.03.2019 06:00";"5.6";"734.3";"769.6";"";"62";"Wind blowing from the south-east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"4.4";"6.1";"";"";"1000-1500";"";"";"16.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"11.03.2019 00:00";"4.4";"734.1";"769.3";"";"68";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"5.6";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"10.03.2019 18:00";"5.6";"733.9";"769.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.0";"6.1";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"10.03.2019 12:00";"4.4";"734.1";"769.4";"";"58";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";" ";"";"";"-0.6";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"10.03.2019 06:00";"-0.6";"729.4";"764.3";"";"76";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"-1.1";"18.9";"";"";"";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"10.03.2019 00:00";"3.3";"726.3";"760.8";"";"70";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"3.3";"10.6";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"09.03.2019 18:00";"10.6";"720.4";"754.6";"";"59";"Wind blowing from the west";"10";"17";"";"70 – 80%.";" ";"";"";"6.7";"18.9";"";"";"1000-1500";"";"";"16.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"09.03.2019 12:00";"16.1";"712.6";"746.2";"";"72";"Wind blowing from the south";"9";"14";"";"50%.";" ";"";"";"8.3";"16.1";"";"";"100-200";"";"";"16.0";"11.1";"21.0";"6";"";"";"";"";
