# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.04.2019 13:00";"24.4";"755.2";"755.8";"";"52";"Wind blowing from the west-southwest";"8";"11";"";"70 – 80%.";" ";"";"";"12.8";"24.4";"";"";"1000-1500";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.04.2019 07:00";"12.8";"758.5";"759.1";"";"93";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"11.1";"17.2";"";"";"200-300";"";"";"12.0";"11.7";"6.0";"6";"";"";"";"";
"08.04.2019 01:00";"12.2";"762.4";"762.8";"";"83";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"7.8";"15.6";"";"";"600-1000";"";"";"6.0";"9.4";"1.0";"6";"";"";"";"";
"07.04.2019 19:00";"15.6";"764.1";"764.8";"";"56";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"7.8";"17.2";"";"";"1500-2000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"07.04.2019 13:00";"16.7";"766.6";"767.2";"";"43";"Wind blowing from the south-east";"5";"";"";"70 – 80%.";" ";"";"";"11.7";"17.2";"";"";"1500-2000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.04.2019 07:00";"11.7";"768.4";"769.0";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"7.8";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"07.04.2019 01:00";"11.1";"767.4";"768.0";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"3.9";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.04.2019 19:00";"16.1";"765.7";"766.3";"";"44";"Wind blowing from the north";"5";"";"";"50%.";" ";"";"";"3.9";"20.6";"";"";"1500-2000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.04.2019 13:00";"17.8";"765.1";"765.8";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"3.9";"17.8";"";"";"1000-1500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"06.04.2019 07:00";"5.0";"766.6";"767.2";"";"96";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"3.9";"6.1";"";"";"100-200";"";"";"4.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"06.04.2019 01:00";"4.4";"766.9";"767.5";"";"93";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"6.1";"";"";"100-200";"";"";"8.0";"3.3";"2.0";"6";"";"";"";"";
"05.04.2019 19:00";"4.4";"769.5";"770.1";"";"83";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"5.6";"";"";"300-600";"";"";"14.0";"1.7";"2.0";"6";"";"";"";"";
"05.04.2019 13:00";"5.0";"772.8";"773.2";"";"65";"Wind blowing from the east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"4.4";"6.1";"";"";"600-1000";"";"";"16.0";"-1.1";"0.3";"6";"";"";"";"";
"05.04.2019 07:00";"5.0";"774.3";"774.7";"";"29";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"3.9";"16.7";"";"";"1500-2000";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"05.04.2019 01:00";"6.1";"772.8";"773.5";"";"21";"Wind blowing from the north-northeast";"5";"";"";"50%.";" ";"";"";"5.0";"12.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"04.04.2019 19:00";"12.8";"770.7";"771.4";"";"19";"Wind blowing from the north-northwest";"7";"9";"";"70 – 80%.";" ";"";"";"5.0";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"04.04.2019 13:00";"14.4";"770.7";"771.3";"";"24";"Wind blowing from the west-northwest";"7";"9";"";"70 – 80%.";" ";"";"";"7.2";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"04.04.2019 07:00";"7.8";"771.2";"771.9";"";"31";"Wind blowing from the north-northwest";"7";"";"";"70 – 80%.";" ";"";"";"5.0";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"04.04.2019 01:00";"8.9";"767.9";"768.4";"";"24";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"4.4";"16.7";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"03.04.2019 19:00";"16.7";"762.4";"762.9";"";"14";"Wind blowing from the west";"10";"14";"";"no clouds";" ";"";"";"4.4";"19.4";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"03.04.2019 13:00";"17.2";"760.0";"760.6";"";"25";"Wind blowing from the west-southwest";"8";"15";"";"20–30%.";" ";"";"";"5.6";"17.2";"";"";"2000-2500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"03.04.2019 07:00";"5.6";"761.6";"762.3";"";"68";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"4.4";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"03.04.2019 01:00";"5.6";"762.4";"763.0";"";"79";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"1.7";"7.2";"";"";"300-600";"";"";"16.0";"2.2";"Trace of precipitation";"6";"";"";"";"";
"02.04.2019 19:00";"6.7";"766.4";"766.9";"";"65";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"1.7";"10.0";"";"";"1000-1500";"";"";"16.0";"0.6";"";"";"";"";"";"";
"02.04.2019 13:00";"8.9";"769.9";"770.5";"";"37";"Wind blowing from the south-east";"6";"10";"";"70 – 80%.";" ";"";"";"6.1";"10.0";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"02.04.2019 07:00";"5.6";"772.0";"772.6";"";"60";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"1.7";"8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"02.04.2019 01:00";"3.3";"771.0";"771.6";"";"43";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"0.0";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"01.04.2019 19:00";"6.7";"769.2";"769.9";"";"24";"Wind blowing from the north-west";"5";"";"";"20–30%.";" ";"";"";"0.0";"8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"01.04.2019 13:00";"7.2";"767.2";"767.8";"";"27";"Wind blowing from the west-northwest";"8";"13";"";"20–30%.";" ";"";"";"0.6";"7.8";"";"";"1500-2000";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"01.04.2019 07:00";"0.6";"765.1";"765.7";"";"47";"Wind blowing from the north-west";"10";"15";"";"20–30%.";" ";"";"";"0.0";"18.3";"";"";"1000-1500";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"01.04.2019 01:00";"2.8";"761.3";"761.9";"";"42";"Wind blowing from the west-northwest";"10";"13";"";"20–30%.";" ";"";"";"2.8";"18.3";"";"";"1500-2000";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"31.03.2019 19:00";"7.8";"757.5";"758.1";"";"46";"Wind blowing from the north-west";"8";"12";"";"50%.";" ";"";"";"7.2";"18.3";"";"";"1500-2000";"";"";"16.0";"-3.3";"Trace of precipitation";"6";"";"";"";"";
"31.03.2019 13:00";"11.1";"753.7";"754.2";"";"80";"Wind blowing from the north-west";"8";"12";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"18.3";"";"";"600-1000";"";"";"16.0";"7.8";"0.8";"6";"";"";"";"";
"31.03.2019 07:00";"13.9";"753.2";"753.7";"";"69";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"21.7";"";"";"600-1000";"";"";"14.0";"8.3";"";"";"";"";"";"";
"31.03.2019 01:00";"14.4";"755.8";"756.3";"";"62";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"10.0";"17.2";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"30.03.2019 19:00";"17.2";"758.3";"758.8";"";"45";"Wind blowing from the south-southeast";"5";"";"";"70 – 80%.";" ";"";"";"10.0";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"30.03.2019 13:00";"20.0";"760.3";"760.9";"";"40";"Wind blowing from the south-east";"5";"";"";"70 – 80%.";" ";"";"";"10.0";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"30.03.2019 07:00";"10.0";"763.3";"763.9";"";"80";"";"2";"";"";"70 – 80%.";" ";"";"";"10.0";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"30.03.2019 01:00";"11.1";"764.1";"764.7";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"7.8";"13.9";"";"";"2000-2500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"29.03.2019 19:00";"13.9";"763.9";"764.3";"";"64";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"7.8";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"Trace of precipitation";"6";"";"";"";"";
"29.03.2019 13:00";"13.9";"763.3";"764.0";"";"53";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"8.3";"13.9";"";"";"1500-2000";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"29.03.2019 07:00";"9.4";"764.4";"764.9";"";"64";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"7.8";"11.1";"";"";"2000-2500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"29.03.2019 01:00";"8.3";"766.2";"766.9";"";"69";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"8.9";"";"";"1500-2000";"";"";"16.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"28.03.2019 19:00";"8.3";"767.4";"768.1";"";"66";"";"2";"";"";"70 – 80%.";" ";"";"";"0.0";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"28.03.2019 13:00";"10.0";"770.2";"770.7";"";"48";"Wind blowing from the east-southeast";"5";"8";"";"70 – 80%.";" ";"";"";"2.2";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"28.03.2019 07:00";"2.2";"773.5";"774.1";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"0.0";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"28.03.2019 01:00";"1.7";"773.8";"774.3";"";"67";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"-1.0";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"27.03.2019 19:00";"3.9";"774.0";"774.6";"";"53";"Wind blowing from the south-east";"4";"";"";"50%.";" ";"";"";"-1.0";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"27.03.2019 13:00";"6.1";"775.0";"775.6";"";"32";"";"3";"";"";"70 – 80%.";" ";"";"";"1.1";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"27.03.2019 07:00";"1.1";"774.5";"775.0";"";"37";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"-1.1";"10.0";"";"";"";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"27.03.2019 01:00";"2.2";"771.7";"772.2";"";"26";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"0.0";"7.8";"";"";"";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"26.03.2019 19:00";"7.8";"769.0";"769.5";"";"11";"Wind blowing from the north-northwest";"7";"";"";"no clouds";" ";"";"";"0.0";"10.0";"";"";"";"";"";"16.0";"-20.6";"";"";"";"";"";"";
"26.03.2019 13:00";"7.8";"768.7";"769.2";"";"17";"Wind blowing from the north-east";"5";"8";"";"20–30%.";" ";"";"";"1.1";"8.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.1";"";"";"";"";"";"";
"26.03.2019 07:00";"0.6";"767.2";"767.8";"";"33";"Wind blowing from the north";"6";"";"";"20–30%.";" ";"";"";"0.0";"12.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"26.03.2019 01:00";"3.9";"764.6";"765.2";"";"22";"Wind blowing from the north";"7";"";"";"20–30%.";" ";"";"";"3.9";"12.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.1";"";"";"";"";"";"";
"25.03.2019 19:00";"8.3";"763.3";"763.9";"";"37";"Wind blowing from the north-northwest";"5";"10";"";"100%.";" ";"";"";"7.8";"11.1";"";"";"1500-2000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"25.03.2019 13:00";"9.4";"763.1";"763.7";"";"44";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"8.3";"12.2";"";"";"1500-2000";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"25.03.2019 07:00";"11.1";"762.1";"762.6";"";"35";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"10.0";"16.7";"";"";"2000-2500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"25.03.2019 01:00";"11.7";"762.1";"762.8";"";"32";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"24.03.2019 19:00";"14.4";"762.1";"762.6";"";"20";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"-0.5";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"24.03.2019 13:00";"15.0";"764.1";"764.8";"";"15";"Wind blowing from the west";"8";"11";"";"70 – 80%.";" ";"";"";"2.8";"15.0";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"24.03.2019 07:00";"2.8";"767.2";"767.7";"";"37";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"-0.6";"10.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"24.03.2019 01:00";"3.9";"765.7";"766.3";"";"30";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"1.1";"7.2";"";"";"";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"23.03.2019 19:00";"7.2";"762.9";"763.5";"";"21";"Wind blowing from the west-northwest";"9";"14";"";"no clouds";" ";"";"";"1.1";"10.0";"";"";"";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"23.03.2019 13:00";"8.3";"759.3";"760.0";"";"33";"Wind blowing from the west-northwest";"12";"17";"";"50%.";" ";"";"";"2.2";"8.9";"";"";"1000-1500";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"23.03.2019 07:00";"2.2";"755.0";"755.7";"";"57";"Wind blowing from the west-northwest";"10";"15";"";"70 – 80%.";" ";"";"";"1.1";"10.0";"";"";"1000-1500";"";"";"16.0";"-5.6";"Trace of precipitation";"6";"";"";"";"";
"23.03.2019 01:00";"2.8";"751.2";"751.7";"";"59";"Wind blowing from the west-northwest";"13";"19";"";"100%.";" ";"";"";"2.8";"7.8";"";"";"1000-1500";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"22.03.2019 19:00";"6.7";"748.1";"748.7";"";"55";"Wind blowing from the west";"9";"12";"";"50%.";" ";"";"";"5.6";"10.0";"";"";"1000-1500";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"22.03.2019 13:00";"8.3";"745.6";"746.3";"";"61";"Wind blowing from the west-northwest";"11";"14";"";"70 – 80%.";" ";"";"";"5.0";"8.3";"";"";"600-1000";"";"";"16.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"22.03.2019 07:00";"5.6";"744.3";"744.9";"";"89";"Wind blowing from the north-northwest";"10";"14";"";"100%.";" ";"";"";"5.6";"";"";"";"200-300";"";"";"14.0";"3.9";"9.0";"6";"";"";"";"";
"22.03.2019 01:00";"6.1";"747.1";"747.6";"";"97";"Wind blowing from the north-northeast";"11";"15";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.6";"7.2";"";"";"100-200";"";"";"11.0";"5.6";"14.0";"6";"";"";"";"";
"21.03.2019 19:00";"6.1";"755.5";"756.1";"";"93";"Wind blowing from the north-east";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"6.1";"8.9";"";"";"200-300";"";"";"14.0";"5.0";"6.0";"6";"";"";"";"";
"21.03.2019 13:00";"8.3";"761.3";"761.9";"";"90";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"6.7";"8.9";"";"";"100-200";"";"";"9.0";"6.7";"6.0";"6";"";"";"";"";
"21.03.2019 07:00";"6.7";"764.9";"765.4";"";"89";"Wind blowing from the north-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.6";"";"";"";"300-600";"";"";"4.8";"5.0";"0.8";"6";"";"";"";"";
"21.03.2019 01:00";"6.7";"767.2";"767.8";"";"73";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"1.1";"7.2";"";"";"1000-1500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"20.03.2019 19:00";"7.2";"769.0";"769.4";"";"63";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"1.1";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"20.03.2019 13:00";"11.1";"769.9";"770.5";"";"28";"Wind blowing from the south-southeast";"4";"7";"";"70 – 80%.";" ";"";"";"2.2";"11.1";"";"";"1500-2000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"20.03.2019 07:00";"1.7";"772.0";"772.5";"";"85";"";"2";"";"";"20–30%.";" ";"";"";"1.1";"10.6";"";"";"2500 or more, or no clouds.";"";"";"14.0";"-0.6";"";"";"";"";"";"";
"20.03.2019 01:00";"2.8";"771.7";"772.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.6";"8.3";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"19.03.2019 19:00";"8.3";"771.0";"771.6";"";"23";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"-1.6";"10.6";"";"";"2000-2500";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"19.03.2019 13:00";"8.9";"771.5";"772.2";"";"23";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"1.1";"9.4";"";"";"2000-2500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"19.03.2019 07:00";"1.1";"772.3";"772.7";"";"59";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"-1.7";"8.3";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"19.03.2019 01:00";"1.7";"770.2";"770.8";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-1.0";"6.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"18.03.2019 19:00";"6.1";"769.0";"769.4";"";"27";"Wind blowing from the west-northwest";"3";"";"";"70 – 80%.";" ";"";"";"-1.0";"8.3";"";"";"2000-2500";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"18.03.2019 13:00";"6.7";"768.2";"768.8";"";"28";"";"2";"";"";"50%.";" ";"";"";"1.1";"8.3";"";"";"1500-2000";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"18.03.2019 07:00";"1.1";"768.4";"769.1";"";"42";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"-1.1";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"18.03.2019 01:00";"0.0";"767.7";"768.3";"";"43";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"-1.1";"5.0";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"17.03.2019 19:00";"5.0";"765.9";"766.5";"";"28";"Wind blowing from the north-northwest";"7";"";"";"20–30%.";" ";"";"";"0.0";"7.8";"";"";"1500-2000";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"17.03.2019 13:00";"6.1";"765.7";"766.2";"";"28";"Wind blowing from the west";"4";"8";"";"20–30%.";" ";"";"";"1.1";"6.7";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"17.03.2019 07:00";"1.1";"766.9";"767.4";"";"46";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"0.0";"13.3";"";"";"1500-2000";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"17.03.2019 01:00";"2.2";"765.1";"765.8";"";"31";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"2.2";"12.2";"";"";"";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"16.03.2019 19:00";"6.1";"763.3";"763.9";"";"40";"Wind blowing from the west-northwest";"7";"";"";"50%.";" ";"";"";"6.1";"11.1";"";"";"2000-2500";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"16.03.2019 13:00";"11.1";"760.8";"761.4";"";"26";"Wind blowing from the west";"11";"14";"";"50%.";" ";"";"";"7.2";"12.2";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"16.03.2019 07:00";"7.2";"759.8";"760.3";"";"56";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"7.2";"25.0";"";"";"1500-2000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"16.03.2019 01:00";"12.2";"756.0";"756.5";"";"49";"Wind blowing from the west";"8";"";"";"50%.";" ";"";"";"7.2";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"12.0";"6";"";"";"";"";
"15.03.2019 19:00";"20.6";"750.9";"751.6";"";"66";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"7.2";"25.0";"";"";"1000-1500";"";"";"16.0";"13.9";"";"";"";"";"";"";
"15.03.2019 13:00";"22.8";"754.7";"755.3";"";"55";"Wind blowing from the south-west";"7";"12";"";"70 – 80%.";" ";"";"";"9.4";"22.8";"";"";"1000-1500";"";"";"16.0";"13.3";"";"";"";"";"";"";
"15.03.2019 07:00";"14.4";"757.3";"757.9";"";"84";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"7.2";"14.4";"";"";"300-600";"";"";"16.0";"11.7";"0.8";"6";"";"";"";"";
"15.03.2019 01:00";"8.3";"760.0";"760.6";"";"83";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"5.6";"10.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"14.03.2019 19:00";"10.0";"762.6";"763.2";"";"71";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"5.6";"12.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"14.03.2019 13:00";"11.7";"765.4";"766.0";"";"55";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"5.0";"12.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"14.03.2019 07:00";"6.1";"767.7";"768.1";"";"63";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"5.6";"";"";"";"1500-2000";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"14.03.2019 01:00";"6.1";"767.9";"768.5";"";"49";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"6.1";"";"";"2000-2500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"13.03.2019 19:00";"5.6";"769.2";"769.7";"";"60";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-2.1";"8.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"13.03.2019 13:00";"7.8";"769.7";"770.4";"";"38";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"0.0";"8.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"13.03.2019 07:00";"0.0";"770.7";"771.4";"";"61";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"-2.2";"7.2";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"13.03.2019 01:00";"1.1";"769.9";"770.5";"";"48";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"1.1";"3.9";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"12.03.2019 19:00";"3.9";"768.4";"769.0";"";"39";"Wind blowing from the west-northwest";"6";"";"";"20–30%.";" ";"";"";"1.1";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"12.03.2019 13:00";"5.0";"766.9";"767.5";"";"38";"Wind blowing from the north-west";"7";"";"";"70 – 80%.";" ";"";"";"1.1";"5.6";"";"";"1500-2000";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"12.03.2019 07:00";"1.7";"765.9";"766.4";"";"46";"Wind blowing from the north-northwest";"8";"14";"";"50%.";" ";"";"";"1.1";"12.8";"";"";"1000-1500";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"12.03.2019 01:00";"3.3";"764.1";"764.8";"";"43";"Wind blowing from the north-west";"6";"11";"";"20–30%.";" ";"";"";"3.3";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"11.03.2019 19:00";"10.6";"761.6";"762.1";"";"27";"Wind blowing from the west-southwest";"7";"";"";"20–30%.";" ";"";"";"5.0";"12.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
